id,title,description,creationDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,itemtags,assignedUserIds,projectId,totalTimeSpent
1668,Optimize DB queries,Improve performance of complex joins,2024-12-21,2024-12-24,2025-01-03,,1660,IN_PROGRESS,CRITICAL,72.9,backend,"user5, user43",96,1171
1669,Design schema,Create relational schema for new feature,2025-04-11,2025-04-14,2025-04-24,,169,IN_PROGRESS,HIGH,83.7,database,user41,4,113
1670,Write unit tests,Cover business logic with JUnit,2025-02-17,2025-02-20,2025-03-10,,361,IN_PROGRESS,LOW,72.9,testing,"user40, user10, user48",1,225
1671,Migrate data,Transfer data from legacy system,2025-01-26,2025-01-26,2025-01-30,,438,BLOCKED,MEDIUM,16.9,database,user2,74,0
1672,Migrate data,Transfer data from legacy system,2024-11-30,2024-12-03,2024-12-13,,466,TO_DO,MEDIUM,0.0,database,"user50, user19",24,0
1673,Immediate API fix,Resolve endpoint failure immediately,2025-01-10,2025-01-11,2025-01-19,,744,IN_PROGRESS,CRITICAL,41.6,urgent,"user9, user14",1,520
1674,Setup integration tests,Test service interactions end-to-end,2025-04-16,2025-04-17,2025-04-30,,88,IN_PROGRESS,LOW,53.4,testing,"user39, user48, user50",27,47
1675,Implement JWT auth,Add token-based authentication,2025-05-12,2025-05-17,2025-05-28,,246,TO_DO,HIGH,0.0,security,"user32, user4",4,0
1676,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-18,2025-02-22,2025-03-06,2025-03-03,424,DONE,CRITICAL,100.0,frontend,"user32, user31, user14",93,420
1677,Migrate data,Transfer data from legacy system,2025-02-02,2025-02-02,2025-02-15,,347,TO_DO,CRITICAL,0.0,database,"user37, user6",8,0
1678,Immediate API fix,Resolve endpoint failure immediately,2025-04-29,2025-04-30,2025-05-12,2025-05-12,2266,DONE,LOW,100.0,urgent,"user47, user50, user14",75,2326
1679,Configure Docker,Containerize the application,2025-03-08,2025-03-10,2025-03-13,,1123,IN_PROGRESS,MEDIUM,77.3,devops,"user40, user22, user15",72,373
1680,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-02-14,2025-02-19,2025-03-10,,2213,IN_PROGRESS,HIGH,81.9,devops,"user42, user12, user6",43,906
1681,Apply security patch,Update libraries for vulnerability,2025-01-16,2025-01-19,2025-02-01,,163,IN_PROGRESS,MEDIUM,23.9,security,user1,1,96
1682,Urgent hotfix,Patch production bug under SLA,2024-12-25,2024-12-26,2025-01-09,,675,IN_PROGRESS,LOW,84.0,urgent,"user12, user11",87,287
1683,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-13,2024-11-14,2024-11-23,,1893,IN_PROGRESS,MEDIUM,57.1,devops,user14,55,955
1684,Configure Docker,Containerize the application,2025-03-26,2025-03-26,2025-04-14,,2632,TO_DO,LOW,0.0,devops,"user37, user15",2,0
1685,Debug memory leak,Track and fix memory usage issue,2025-02-16,2025-02-21,2025-03-06,,214,IN_PROGRESS,MEDIUM,42.0,bug,"user31, user15, user17",78,158
1686,Apply security patch,Update libraries for vulnerability,2025-03-16,2025-03-20,2025-03-24,,450,BLOCKED,HIGH,28.3,security,"user8, user33",62,0
1687,Setup integration tests,Test service interactions end-to-end,2024-11-15,2024-11-20,2024-11-28,,413,TO_DO,MEDIUM,0.0,testing,"user41, user42, user10",68,0
1688,Apply security patch,Update libraries for vulnerability,2025-01-02,2025-01-06,2025-01-21,,448,BLOCKED,CRITICAL,28.7,security,user2,19,0
1689,Implement API endpoint,Develop REST endpoint for user service,2024-12-31,2025-01-03,2025-01-21,,2184,TO_DO,MEDIUM,0.0,backend,"user47, user12, user5",86,0
1690,Immediate API fix,Resolve endpoint failure immediately,2024-11-13,2024-11-15,2024-12-03,,1465,IN_PROGRESS,LOW,41.5,urgent,"user2, user8, user35",25,948
1691,Configure Docker,Containerize the application,2025-02-11,2025-02-14,2025-02-22,,2143,IN_PROGRESS,LOW,46.9,devops,"user13, user11",94,774
1692,Debug memory leak,Track and fix memory usage issue,2025-03-13,2025-03-14,2025-03-21,2025-03-20,191,DONE,MEDIUM,100.0,bug,"user33, user32",32,167
1693,Apply security patch,Update libraries for vulnerability,2024-12-06,2024-12-10,2024-12-16,,76,IN_PROGRESS,MEDIUM,28.3,security,"user35, user22",33,57
1694,Urgent hotfix,Patch production bug under SLA,2025-03-23,2025-03-24,2025-03-30,2025-03-27,2654,DONE,MEDIUM,100.0,urgent,"user11, user40, user32",82,3074
1695,Design schema,Create relational schema for new feature,2024-12-08,2024-12-08,2024-12-23,,427,IN_PROGRESS,MEDIUM,78.7,database,"user9, user28",21,228
1696,Add rate limiting,Protect endpoints with request limits,2025-05-05,2025-05-09,2025-05-21,,302,IN_PROGRESS,LOW,78.6,api,"user5, user50",61,184
1697,Implement JWT auth,Add token-based authentication,2025-03-30,2025-04-03,2025-04-20,,64,IN_PROGRESS,MEDIUM,36.7,security,user38,5,25
1698,Immediate API fix,Resolve endpoint failure immediately,2024-11-18,2024-11-18,2024-11-28,2024-11-27,1097,DONE,HIGH,100.0,urgent,user24,44,1207
1699,Fix login bug,Resolve null pointer in login logic,2025-01-20,2025-01-22,2025-01-29,,142,IN_PROGRESS,HIGH,60.8,bug,"user17, user2",35,89
1700,Implement React component,Create responsive component with hooks,2024-11-17,2024-11-17,2024-11-29,,176,IN_PROGRESS,LOW,75.7,frontend,"user7, user9, user45",42,63
1701,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-06,2025-01-07,2025-01-26,,212,IN_PROGRESS,LOW,41.6,frontend,"user21, user19, user42",58,116
1702,Fix login bug,Resolve null pointer in login logic,2024-11-12,2024-11-12,2024-11-24,,190,TO_DO,LOW,0.0,bug,user45,31,0
1703,Fix login bug,Resolve null pointer in login logic,2024-11-21,2024-11-26,2024-12-11,,359,IN_PROGRESS,MEDIUM,82.1,bug,"user5, user42",32,178
1704,Migrate data,Transfer data from legacy system,2025-05-06,2025-05-06,2025-05-21,,447,TO_DO,MEDIUM,0.0,database,"user11, user41",100,0
1705,Optimize DB queries,Improve performance of complex joins,2025-02-11,2025-02-11,2025-02-23,,2205,TO_DO,LOW,0.0,backend,"user23, user9",3,0
1706,Fix login bug,Resolve null pointer in login logic,2024-12-19,2024-12-22,2025-01-09,2025-01-08,69,DONE,CRITICAL,100.0,bug,"user9, user16",66,71
1707,Write unit tests,Cover business logic with JUnit,2025-03-13,2025-03-18,2025-04-02,2025-04-01,367,DONE,MEDIUM,100.0,testing,"user8, user43",56,419
1708,Setup integration tests,Test service interactions end-to-end,2025-04-22,2025-04-24,2025-05-04,,145,TO_DO,CRITICAL,0.0,testing,"user11, user50",70,0
1709,Implement API endpoint,Develop REST endpoint for user service,2025-01-08,2025-01-08,2025-01-18,,1052,IN_PROGRESS,LOW,39.1,backend,"user24, user45, user23",20,802
1710,Migrate data,Transfer data from legacy system,2025-03-28,2025-03-28,2025-04-16,,113,CANCELLED,MEDIUM,8.0,database,user10,44,0
1711,Urgent hotfix,Patch production bug under SLA,2025-01-14,2025-01-14,2025-01-28,,1291,TO_DO,MEDIUM,0.0,urgent,user6,30,0
1712,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-26,2024-11-28,2024-12-02,,2698,IN_PROGRESS,MEDIUM,63.3,devops,user15,7,899
1713,Implement API endpoint,Develop REST endpoint for user service,2024-12-03,2024-12-03,2024-12-11,,2790,TO_DO,MEDIUM,0.0,backend,user9,43,0
1714,Setup integration tests,Test service interactions end-to-end,2025-02-23,2025-02-27,2025-03-09,,87,TO_DO,LOW,0.0,testing,"user37, user24, user4",85,0
1715,Apply security patch,Update libraries for vulnerability,2024-11-27,2024-11-30,2024-12-12,,75,TO_DO,HIGH,0.0,security,user28,7,0
1716,Add rate limiting,Protect endpoints with request limits,2024-11-20,2024-11-22,2024-12-06,,449,IN_PROGRESS,LOW,30.2,api,"user13, user33, user21",71,357
1717,Urgent hotfix,Patch production bug under SLA,2025-04-26,2025-04-27,2025-05-17,,776,CANCELLED,LOW,9.0,urgent,"user16, user26",79,0
1718,Fix login bug,Resolve null pointer in login logic,2025-04-13,2025-04-18,2025-04-30,,129,TO_DO,LOW,0.0,bug,user32,9,0
1719,Implement React component,Create responsive component with hooks,2024-11-30,2024-12-01,2024-12-11,2024-12-10,258,DONE,LOW,100.0,frontend,user14,21,235
1720,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-22,2024-11-22,2024-11-27,,2098,IN_PROGRESS,MEDIUM,37.0,devops,user30,53,1163
1721,Add rate limiting,Protect endpoints with request limits,2025-04-22,2025-04-24,2025-05-02,,138,IN_PROGRESS,MEDIUM,66.0,api,"user19, user34",49,105
1722,Configure Docker,Containerize the application,2025-03-05,2025-03-08,2025-03-15,,2473,IN_PROGRESS,HIGH,84.4,devops,"user2, user31, user38",5,1293
1723,Document API,Write OpenAPI docs for endpoints,2024-12-16,2024-12-20,2024-12-23,,152,IN_PROGRESS,LOW,87.1,api,user5,23,49
1724,Migrate data,Transfer data from legacy system,2024-11-18,2024-11-22,2024-11-27,,420,IN_PROGRESS,MEDIUM,65.1,database,"user5, user12",100,217
1725,Implement API endpoint,Develop REST endpoint for user service,2025-03-04,2025-03-08,2025-03-24,,1634,IN_PROGRESS,MEDIUM,69.8,backend,"user25, user39",36,928
1726,Urgent hotfix,Patch production bug under SLA,2025-01-25,2025-01-26,2025-02-05,,2096,TO_DO,HIGH,0.0,urgent,"user38, user35, user19",60,0
1727,Urgent hotfix,Patch production bug under SLA,2025-02-09,2025-02-13,2025-02-18,,2163,TO_DO,CRITICAL,0.0,urgent,user46,88,0
1728,Migrate data,Transfer data from legacy system,2025-04-02,2025-04-05,2025-04-21,,390,IN_PROGRESS,MEDIUM,85.7,database,user46,41,250
1729,Implement JWT auth,Add token-based authentication,2024-11-30,2024-12-04,2024-12-21,,122,IN_PROGRESS,MEDIUM,51.1,security,"user17, user39",11,53
1730,Configure Docker,Containerize the application,2025-02-28,2025-03-02,2025-03-09,,1580,IN_PROGRESS,MEDIUM,42.2,devops,user9,63,1243
1731,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-20,2025-01-22,2025-02-11,,335,IN_PROGRESS,MEDIUM,71.3,frontend,"user10, user11",37,165
1732,Implement API endpoint,Develop REST endpoint for user service,2025-04-16,2025-04-19,2025-04-29,,2546,IN_PROGRESS,HIGH,72.2,backend,"user45, user7, user48",46,1864
1733,Implement React component,Create responsive component with hooks,2024-11-13,2024-11-17,2024-12-02,,265,IN_PROGRESS,LOW,23.2,frontend,"user41, user43",99,96
1734,Setup integration tests,Test service interactions end-to-end,2025-04-12,2025-04-16,2025-04-20,2025-04-19,378,DONE,LOW,100.0,testing,user8,52,312
1735,Configure Docker,Containerize the application,2024-11-29,2024-12-04,2024-12-15,,1708,TO_DO,HIGH,0.0,devops,user48,40,0
1736,Optimize DB queries,Improve performance of complex joins,2025-05-03,2025-05-04,2025-05-14,,730,TO_DO,LOW,0.0,backend,"user3, user22, user18",54,0
1737,Write unit tests,Cover business logic with JUnit,2025-01-26,2025-01-30,2025-02-12,,392,IN_PROGRESS,HIGH,60.3,testing,user42,68,186
1738,Implement JWT auth,Add token-based authentication,2025-04-06,2025-04-09,2025-04-21,,327,ARCHIVED,MEDIUM,100.0,security,"user29, user46",63,0
1739,Add rate limiting,Protect endpoints with request limits,2025-05-06,2025-05-09,2025-05-25,,281,TO_DO,HIGH,0.0,api,"user30, user5",18,0
1740,Design schema,Create relational schema for new feature,2025-01-14,2025-01-14,2025-02-01,2025-01-31,335,DONE,HIGH,100.0,database,"user21, user14, user47",71,328
1741,Implement JWT auth,Add token-based authentication,2024-12-21,2024-12-24,2025-01-03,,243,IN_PROGRESS,LOW,85.8,security,"user37, user15",63,122
1742,Add rate limiting,Protect endpoints with request limits,2025-03-30,2025-04-01,2025-04-16,,411,TO_DO,HIGH,0.0,api,"user39, user41, user19",46,0
1743,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-04-02,2025-04-06,2025-04-11,,289,IN_PROGRESS,MEDIUM,62.6,frontend,"user27, user11, user40",48,210
1744,Implement API endpoint,Develop REST endpoint for user service,2025-01-26,2025-01-30,2025-02-10,,2130,TO_DO,MEDIUM,0.0,backend,"user2, user13",84,0
1745,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-05-12,2025-05-14,2025-05-17,,138,BLOCKED,LOW,26.9,frontend,"user9, user11, user32",61,0
1746,Setup integration tests,Test service interactions end-to-end,2025-04-04,2025-04-04,2025-04-09,,142,BLOCKED,MEDIUM,2.4,testing,"user17, user2, user24",30,0
1747,Immediate API fix,Resolve endpoint failure immediately,2024-11-21,2024-11-23,2024-12-01,,2634,IN_PROGRESS,LOW,60.4,urgent,user6,59,1913
1748,Write unit tests,Cover business logic with JUnit,2025-02-18,2025-02-19,2025-02-23,,312,TO_DO,LOW,0.0,testing,user5,38,0
1749,Document API,Write OpenAPI docs for endpoints,2024-11-29,2024-12-03,2024-12-07,,311,IN_PROGRESS,MEDIUM,47.3,api,user3,28,238
1750,Implement JWT auth,Add token-based authentication,2025-01-19,2025-01-19,2025-01-29,,172,TO_DO,LOW,0.0,security,"user30, user37, user14",23,0
1751,Implement JWT auth,Add token-based authentication,2024-12-18,2024-12-23,2025-01-12,,154,IN_PROGRESS,MEDIUM,73.3,security,user27,24,117
1752,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-20,2025-02-21,2025-02-24,,274,TO_DO,HIGH,0.0,frontend,user32,47,0
1753,Implement API endpoint,Develop REST endpoint for user service,2025-02-12,2025-02-15,2025-03-01,2025-02-26,508,DONE,LOW,100.0,backend,"user3, user1",24,463
1754,Write unit tests,Cover business logic with JUnit,2025-01-25,2025-01-26,2025-02-05,,274,ARCHIVED,LOW,100.0,testing,user44,69,0
1755,Urgent hotfix,Patch production bug under SLA,2025-04-05,2025-04-08,2025-04-13,,2596,IN_PROGRESS,LOW,78.3,urgent,user32,51,999
1756,Fix login bug,Resolve null pointer in login logic,2025-02-23,2025-02-25,2025-03-10,,191,TO_DO,LOW,0.0,bug,user8,80,0
1757,Document API,Write OpenAPI docs for endpoints,2025-05-03,2025-05-04,2025-05-13,,467,TO_DO,LOW,0.0,api,"user37, user7",15,0
1758,Implement React component,Create responsive component with hooks,2025-05-08,2025-05-11,2025-05-18,,195,IN_PROGRESS,MEDIUM,63.3,frontend,user20,23,64
1759,Document API,Write OpenAPI docs for endpoints,2025-03-01,2025-03-04,2025-03-18,,214,IN_PROGRESS,LOW,46.9,api,"user12, user9, user40",17,144
1760,Configure Docker,Containerize the application,2025-05-08,2025-05-09,2025-05-22,,1897,TO_DO,LOW,0.0,devops,user27,55,0
1761,Implement JWT auth,Add token-based authentication,2025-02-01,2025-02-06,2025-02-19,,209,TO_DO,MEDIUM,0.0,security,"user17, user21",55,0
1762,Document API,Write OpenAPI docs for endpoints,2025-04-25,2025-04-26,2025-05-13,,479,IN_PROGRESS,LOW,53.1,api,user28,79,381
1763,Immediate API fix,Resolve endpoint failure immediately,2024-11-15,2024-11-17,2024-11-25,,2460,ARCHIVED,HIGH,100.0,urgent,user4,46,0
1764,Add rate limiting,Protect endpoints with request limits,2025-04-03,2025-04-08,2025-04-11,,304,TO_DO,LOW,0.0,api,"user29, user23, user31",75,0
1765,Implement React component,Create responsive component with hooks,2025-01-31,2025-02-01,2025-02-05,,357,TO_DO,MEDIUM,0.0,frontend,"user32, user45",51,0
1766,Write unit tests,Cover business logic with JUnit,2025-04-16,2025-04-17,2025-05-05,,428,TO_DO,MEDIUM,0.0,testing,"user49, user44, user10",22,0
1767,Implement JWT auth,Add token-based authentication,2025-03-23,2025-03-28,2025-04-13,,170,IN_PROGRESS,MEDIUM,25.1,security,"user10, user9, user3",96,83
1768,Implement JWT auth,Add token-based authentication,2025-02-13,2025-02-14,2025-02-23,2025-02-23,131,DONE,LOW,100.0,security,"user5, user8, user30",44,134
1769,Apply security patch,Update libraries for vulnerability,2025-04-03,2025-04-08,2025-04-23,,145,IN_PROGRESS,CRITICAL,18.8,security,"user17, user33",97,103
1770,Optimize DB queries,Improve performance of complex joins,2025-04-30,2025-05-01,2025-05-18,,2542,TO_DO,LOW,0.0,backend,user8,47,0
1771,Immediate API fix,Resolve endpoint failure immediately,2025-04-20,2025-04-20,2025-04-23,,1994,IN_PROGRESS,MEDIUM,84.8,urgent,user7,27,1505
1772,Apply security patch,Update libraries for vulnerability,2024-11-18,2024-11-18,2024-12-02,2024-11-29,426,DONE,LOW,100.0,security,"user33, user22",51,403
1773,Immediate API fix,Resolve endpoint failure immediately,2025-04-22,2025-04-23,2025-04-29,,2172,IN_PROGRESS,MEDIUM,52.5,urgent,"user32, user20, user34",96,1402
1774,Add rate limiting,Protect endpoints with request limits,2025-02-03,2025-02-08,2025-02-14,,389,TO_DO,MEDIUM,0.0,api,"user5, user12",23,0
1775,Migrate data,Transfer data from legacy system,2024-11-30,2024-12-01,2024-12-07,,414,IN_PROGRESS,HIGH,60.9,database,"user42, user26",98,304
1776,Design schema,Create relational schema for new feature,2025-01-23,2025-01-23,2025-02-07,,345,ARCHIVED,LOW,100.0,database,"user23, user8",44,0
1777,Optimize DB queries,Improve performance of complex joins,2025-05-10,2025-05-11,2025-05-18,2025-05-18,575,DONE,CRITICAL,100.0,backend,"user1, user50, user49",80,554
1778,Configure Docker,Containerize the application,2025-02-08,2025-02-08,2025-02-27,2025-02-25,913,DONE,LOW,100.0,devops,user50,80,897
1779,Migrate data,Transfer data from legacy system,2025-04-10,2025-04-13,2025-04-17,,426,IN_PROGRESS,LOW,51.2,database,"user44, user2, user38",86,213
1780,Implement React component,Create responsive component with hooks,2025-04-10,2025-04-11,2025-04-14,,456,TO_DO,LOW,0.0,frontend,user44,47,0
1781,Design schema,Create relational schema for new feature,2025-01-29,2025-01-31,2025-02-06,,358,IN_PROGRESS,MEDIUM,10.9,database,"user38, user33",73,258
1782,Implement API endpoint,Develop REST endpoint for user service,2024-12-31,2025-01-02,2025-01-21,2025-01-19,1495,DONE,LOW,100.0,backend,"user18, user40, user48",93,1521
1783,Urgent hotfix,Patch production bug under SLA,2025-03-17,2025-03-18,2025-04-01,,2681,IN_PROGRESS,HIGH,11.0,urgent,user1,78,1316
1784,Write unit tests,Cover business logic with JUnit,2025-02-20,2025-02-20,2025-03-02,,369,IN_PROGRESS,MEDIUM,85.1,testing,user13,6,172
1785,Setup integration tests,Test service interactions end-to-end,2025-02-08,2025-02-12,2025-03-03,,309,IN_PROGRESS,HIGH,50.2,testing,"user35, user14",16,109
1786,Setup integration tests,Test service interactions end-to-end,2024-12-01,2024-12-04,2024-12-15,,449,IN_PROGRESS,HIGH,20.2,testing,"user39, user19, user40",23,190
1787,Add rate limiting,Protect endpoints with request limits,2024-11-25,2024-11-29,2024-12-03,,221,TO_DO,LOW,0.0,api,user12,20,0
1788,Implement API endpoint,Develop REST endpoint for user service,2024-11-17,2024-11-21,2024-11-25,,729,IN_PROGRESS,MEDIUM,40.5,backend,user45,59,452
1789,Immediate API fix,Resolve endpoint failure immediately,2025-05-05,2025-05-08,2025-05-28,,2654,IN_PROGRESS,MEDIUM,50.2,urgent,user41,7,1031
1790,Apply security patch,Update libraries for vulnerability,2025-01-16,2025-01-16,2025-01-30,,289,IN_PROGRESS,LOW,21.1,security,"user47, user29",7,215
1791,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-01-24,2025-01-29,2025-02-02,,2518,BLOCKED,MEDIUM,6.8,devops,"user44, user9, user33",7,0
1792,Urgent hotfix,Patch production bug under SLA,2025-04-22,2025-04-23,2025-05-13,2025-05-11,2637,DONE,HIGH,100.0,urgent,user18,99,2331
1793,Implement API endpoint,Develop REST endpoint for user service,2025-05-01,2025-05-03,2025-05-20,,2765,ARCHIVED,MEDIUM,100.0,backend,"user3, user50, user46",84,0
1794,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-26,2025-01-29,2025-02-01,,439,IN_PROGRESS,LOW,57.3,frontend,user12,36,136
1795,Configure Docker,Containerize the application,2025-02-08,2025-02-09,2025-02-17,,525,IN_PROGRESS,HIGH,18.2,devops,"user48, user9, user7",12,300
1796,Add rate limiting,Protect endpoints with request limits,2025-05-01,2025-05-06,2025-05-13,,309,TO_DO,MEDIUM,0.0,api,"user14, user48",20,0
1797,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-16,2024-12-21,2025-01-07,,1267,IN_PROGRESS,MEDIUM,34.5,devops,"user5, user23, user39",68,938
1798,Implement API endpoint,Develop REST endpoint for user service,2025-01-10,2025-01-12,2025-01-24,,973,IN_PROGRESS,CRITICAL,27.8,backend,"user18, user20, user38",54,689
