id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
179,Refactor UI component,Refactor UI component. List break size likely. Before name continue those hard.,2025-04-08,2025-04-08,2025-04-09,2025-04-22,,282,CANCELED,MEDIUM,67.97,de48e5e0-b710-42c1-a961-5049cfab21d5,1385e236-37ed-4931-a60b-432c3851d31e,1096,2015,0,33fcd992-a66d-4e92-b768-f8e63ce8ccac,"kubernetes,testing,security",
180,Update unit tests,Update unit tests. Keep enjoy student nor character.,2025-03-21,2025-03-23,2025-03-23,2025-04-07,,157,IN_PROGRESS,LOW,8.34,33356a10-d6b9-4935-af97-c37c1a90c1f7,2620e4e4-d8d5-4c6c-86b7-76ab71cabb60,1084,2038,13,"7a3b1354-d4e9-4ddc-bf32-e9862557a01e,30fd49ea-b6c8-43a5-a861-1d567acb1e89,368f2f38-9c96-4d05-9a5a-1074c48cda39",ux,
181,Add authentication module,Add authentication module. Property space including series. Network subject stand industry movement.,2025-04-14,2025-04-14,2025-04-15,2025-04-29,,96,BLOCKED,LOW,48.99,04113779-2865-4e8c-86c8-77ec7b80a01e,42ccbb47-5eff-4b91-a321-e9eaef7e0ef0,1046,2040,6,"a6f7a5af-26d2-4d40-9d4b-60d05ff538b7,2eb1db97-2ff1-4103-bafd-77ba23fad499,813b43b6-9517-4da9-b260-81619c09fbdb",testing,
182,Migrate user service,Migrate user service. Think live bad total research maybe too. Quality per build serious common worker will. Call interest write itself young.,2025-05-01,2025-05-01,2025-05-05,2025-05-14,2025-05-05,251,COMPLETED,LOW,100.0,969b98f0-2f67-4a16-abc8-f1ff6f110650,f9f7ac9e-5671-4197-bcbb-763197dde12e,1033,2027,296,18ac3624-cf5a-42af-b074-a788d175819f,backend,
183,Migrate UI component,Migrate UI component. Election treat trial attack hold however for everybody. True actually red onto site both change.,2025-04-07,2025-04-07,2025-04-10,2025-04-21,2025-04-10,282,COMPLETED,HIGH,100.0,002518df-61af-4ade-9dda-5a24de2ac76c,4de75123-5a3d-442c-920b-ffcd417411a1,1010,2065,253,"464206a0-dfb5-41f5-ad8d-bd9325fb7237,ec89a85a-d0cd-44c1-bfee-3dfc0027d218",devops,"138,158,40"
184,Implement unit tests,Implement unit tests. Serve vote understand none big experience movie gas. Enough pressure occur list common idea. Participant really although threat former down second TV. After stage field exactly man receive.,2025-04-02,2025-04-02,2025-04-05,2025-04-17,,238,CANCELED,MEDIUM,43.31,6cbd2922-43d0-4065-8ae4-c7eef792d037,20efc79a-7609-4a07-a510-6ad1ad1f7f92,1011,2055,0,2096f98c-df36-4c1a-8c9c-0875d669dcf2,performance,
185,Refactor security layer,Refactor security layer. Feel season similar fly. Painting become kid tree imagine machine.,2025-02-15,2025-02-18,2025-02-15,2025-02-22,,81,CANCELED,HIGH,70.08,cfcff52f-5983-479f-90df-a4a91c6b2bc9,88748b8a-ce35-41fc-aaa5-974e08041552,1066,2066,0,49a913c2-3dc8-4c51-9ae4-bb07ae7b8caf,"api,devops,security",
186,Fix database model,Fix database model. Middle city find medical. Sister modern notice community. Student economic lead truth relate.,2025-03-28,2025-03-31,2025-03-30,2025-04-13,,121,TODO,HIGH,26.93,eb74859d-0ec6-4ff0-b8fe-9486af3ba435,16579e5a-f46c-4503-b820-4ff74c90fb02,1007,2063,0,"3f0e9540-2c2e-47bf-b608-6c8616639d15,90d4b47f-e38f-4e51-9d57-90887b6702a0","devops,security,kubernetes","148,161,20"
187,Implement API endpoint,Implement API endpoint. Measure play buy air head order concern. Only glass clear thus see read expect. Anyone take sister Democrat determine different.,2025-03-04,2025-03-05,2025-03-04,2025-03-16,,190,CANCELED,LOW,0.25,4d466d4f-8be5-4ca2-9815-67edad797e8f,ccea22ee-d24c-487e-9971-eea69c1d93c0,1060,2046,0,cbb53e1d-5dd1-41f7-a0ed-157459131d4b,"devops,kubernetes",
188,Design API endpoint,Design API endpoint. Message ten whose radio listen car. Over across education source.,2025-02-26,2025-02-28,2025-02-26,2025-03-09,,170,CANCELED,LOW,24.58,d83e5aee-9f15-4525-a664-6d0509346777,829fa794-aae3-4a2d-ac47-abb2a5ca5314,1073,2047,0,"b859083b-751a-4ca1-88a0-2e14f19dac22,7b7425f2-c07f-47d6-973f-df490f9b34dd",ux,
189,Migrate authentication module,Migrate authentication module. Time surface learn design few minute. However bill memory production successful hear positive participant.,2025-03-07,2025-03-10,2025-03-07,2025-03-12,,271,IN_PROGRESS,LOW,6.82,13aeab96-0306-4954-9a2a-6f9af8f9841c,2d5e63ff-92eb-4a92-a427-76aeb5fcbf41,1047,2025,15,"7a51e769-8fd4-4f90-8528-b83fabf7695c,23dc833c-1551-4a82-b44b-75d16c475687,15e7e132-af2e-4f13-b0bd-4bba64889067","ci/cd,api","84,23"
190,Integrate API endpoint,Integrate API endpoint. As write political technology end represent throughout. Could military drive arm tax.,2025-03-06,2025-03-07,2025-03-07,2025-03-17,2025-03-07,261,COMPLETED,HIGH,100.0,5ee98c2d-fcad-49fe-9244-b3b9dc8d471b,ea323d2f-fb71-4f73-98b5-7d2d6779bdac,1081,2088,240,9442048b-cd9c-48c6-a0be-31188dc70047,security,105
191,Add security layer,Add security layer. Produce race return pretty young else. Identify say on yes staff gas. Rather point little wait grow. Suddenly subject theory Congress best.,2025-04-25,2025-04-25,2025-04-30,2025-05-09,,106,CANCELED,LOW,52.45,5707d66a-8547-4c32-baa3-ba5c0d36bdaf,7ce9168f-2dbc-4024-b803-5d2dc2fa737f,1029,2066,0,,"kubernetes,security","16,37"
192,Implement logging mechanism,Implement logging mechanism. Several consumer quite friend become great season. Inside thought he one less.,2025-02-18,2025-02-21,2025-02-23,2025-02-27,,94,ARCHIVED,MEDIUM,63.08,71b33132-e966-4383-aed7-0afa7a238138,e333e549-c330-4c4d-92fe-204669442412,1030,2037,58,a6e88426-40fd-4a25-af2d-05fbcc13cc9b,"security,testing",
193,Integrate unit tests,Integrate unit tests. Term on want. Line create build quite. Fear approach take case customer important notice.,2025-02-17,2025-02-20,2025-02-22,2025-03-02,2025-02-22,156,COMPLETED,HIGH,100.0,27e21332-9ed6-4ffd-aa21-18ba87c34000,1a72bebf-4503-4b57-83ba-67461c145008,1052,2015,107,"44867cc3-c877-454c-ab28-5c11a2d88740,64eedf5a-cabb-436d-af12-63bcbeb5805d","security,cloud,performance","28,40,43"
194,Refactor unit tests,Refactor unit tests. First resource single maintain. Would finish around later decide similar office citizen. Can its investment investment.,2025-05-05,2025-05-06,2025-05-07,2025-05-11,,374,TODO,HIGH,68.99,55d6585a-b6ec-4512-bfc7-ff96e09ccdc6,acb23696-c692-4774-bcd8-8b2a8e72a9d6,1050,2065,0,"2d9ef114-d455-4758-bf4d-7b6d435a577c,84014261-2ee4-4646-931e-e4333b364e4d,f41ab326-ae0b-42b2-b9c2-69e75e49b541",docker,"38,24"
195,Integrate logging mechanism,Integrate logging mechanism. Also current health. Throughout series most. Quality phone eat.,2025-03-24,2025-03-24,2025-03-25,2025-03-28,,220,BLOCKED,LOW,24.74,623b8577-ffeb-41b7-aa19-5f56b2da735f,3a2cf252-2feb-4a9e-8f27-4653dca866ed,1007,2099,26,3c7637b6-34b2-4bc3-9cca-4990370d0415,devops,
196,Implement backend service,Implement backend service. Can himself open cold statement. Way lay minute model its. Garden top grow could.,2025-04-14,2025-04-14,2025-04-17,2025-04-25,,210,CANCELED,MEDIUM,25.62,d09ab7b3-3018-4905-9fe1-b000487243a3,9b34e440-4abb-406e-9b50-bd04e851506b,1082,2056,0,903319aa-802c-409c-9066-685ad8ce8553,frontend,
197,Integrate authentication module,Integrate authentication module. Direction road capital. Operation college hand. Heart policy side.,2025-05-05,2025-05-08,2025-05-07,2025-05-11,,113,TODO,CRITICAL,91.49,9e284d18-3f78-43df-86a7-3d2d44cba588,9284e1d6-c921-4aac-a93e-9ff3d760f542,1003,2048,0,"6e28e808-4a21-4a83-b7f1-0e4d1f41d9ff,4239bb42-dc41-4fe1-a7f5-1a3af60374ec,7211882f-cd09-49e2-afd5-fb0508182724","testing,devops,security",
198,Integrate user service,Integrate user service. Yes product president after ready indicate herself natural.,2025-04-07,2025-04-09,2025-04-08,2025-04-15,2025-04-08,74,COMPLETED,CRITICAL,100.0,26771065-efa4-4bc7-b9b0-ae61eea65d83,01c12ff4-518a-43d6-891d-2451b353fe46,1052,2070,77,"4dac04e6-270e-4844-92c8-6d9cdf6094f9,e9d2cc90-68d0-494d-afbe-77407d03494c,67f3eda9-b990-4548-8f46-fe99644415cc","backend,frontend",
199,Migrate API endpoint,Migrate API endpoint. Receive piece feeling product production. Performance red industry together memory.,2025-03-24,2025-03-27,2025-03-25,2025-04-03,,370,IN_PROGRESS,HIGH,98.41,8f6f4375-5e51-409b-951c-a781ee6942f8,204df17e-872b-4f1a-b9db-f567a001fc5b,1072,2064,306,"a52d204b-a164-4fcf-9aa8-f256c36cae1e,0cbb5680-d1ac-412c-94f5-0c8ed2b5e99d","testing,api","183,92"
200,Fix unit tests,Fix unit tests. Box blood cup current enjoy. Win group important civil nature travel read.,2025-04-06,2025-04-07,2025-04-08,2025-04-20,,44,IN_PROGRESS,MEDIUM,80.06,ecdac632-2345-4c47-9fa9-51af55864398,9c3acaa8-0278-4868-bf88-8ff5d593b8ba,1012,2031,35,"48bf66ce-b3e6-46fc-a775-42bf9b67d93f,ca59f6d8-89d5-412f-b62e-a2420c7856f1,c15747b7-b4d8-413f-ae9e-dde818303a12","cloud,api,ux",
201,Design database model,Design database model. Able public trade structure protect. We single avoid rich. Popular lead with enough anyone.,2025-03-24,2025-03-26,2025-03-29,2025-04-01,,124,IN_PROGRESS,LOW,17.43,eaf250f0-49d8-42c9-ba86-a60a6e907404,a0a37b26-5ad0-4bd1-a9b4-670c08442e9b,1090,2089,22,"896a11d6-79b5-4102-a227-be0c256d7d33,37c8cad6-fad7-45be-8c56-d4d5f2a1cef6,2cc07491-7a7d-4eaf-92db-5ca08d6740a4","ci/cd,kubernetes",
202,Migrate unit tests,Migrate unit tests. System growth quality. School believe serve animal system professional.,2025-04-25,2025-04-28,2025-04-26,2025-05-11,,174,BLOCKED,LOW,48.55,07ff688c-d014-42d3-991e-702f120c28d9,61cf3e51-c27a-460b-b9bc-7995ecac219c,1042,2078,9,"4ecfd719-2c4e-4988-952b-92d7878ea028,69be7643-460c-45f6-a221-fb7267992937,85c571ab-4ab4-444e-8488-e966d3251fd7",devops,6
203,Fix authentication module,Fix authentication module. Thus western environmental run head garden. Husband while even history. Son power someone both receive around wall.,2025-02-22,2025-02-24,2025-02-23,2025-03-10,2025-02-23,58,COMPLETED,LOW,100.0,3e6ac4fc-df97-4107-92bd-8a8929d4ced3,317336e7-d671-4bf7-a9c2-cc0cc12ff1f2,1047,2090,60,a7e8e0b2-2d3e-442e-97b1-836b24846e96,"testing,ci/cd,frontend",
204,Design email system,Design email system. Treat lot notice just particularly single. Agreement range stuff wind candidate turn both in.,2025-02-21,2025-02-23,2025-02-23,2025-02-28,,271,IN_PROGRESS,MEDIUM,31.41,91edc916-7805-42fe-b892-f3f4417fd509,a2f59dd7-566e-4060-9b75-379c7dbc9cad,1085,2075,88,"3b3b7c3f-5fab-4193-be9f-01f4630793b1,2c35ac2a-5022-4765-8f53-58243e44a537,96078ddf-3fe4-48bc-b423-c04aafd290be",testing,
205,Refactor authentication module,Refactor authentication module. Pressure actually than modern season. Difference what their mind read peace item.,2025-02-10,2025-02-10,2025-02-15,2025-02-22,,310,IN_PROGRESS,MEDIUM,93.92,ade25357-667d-4beb-966f-7faebcdaeb06,cffe99be-db18-47c9-8876-63e6d1da8c09,1077,2040,284,"2ae33abd-b066-45d3-9230-1005ce756fdc,223701fa-8656-462d-8feb-1f85aee231b5,34fa5c17-e420-4adf-b23f-673a8395285b","cloud,docker,ci/cd",
206,Implement API endpoint,Implement API endpoint. Generation put his stuff next write approach. Measure light many close.,2025-04-17,2025-04-19,2025-04-20,2025-04-25,2025-04-20,177,COMPLETED,CRITICAL,100.0,68014c5f-dc12-47e6-bcef-8181fd0126ae,a5c9d83e-bc23-42de-9b9c-37dd479beb14,1001,2033,176,"73a9c576-9f46-4f68-8de4-a9a034a73fb0,07f71274-7611-4701-8260-3eaf52d13220,36a072a7-c181-4805-b929-a630dc637b32",cloud,182
207,Fix authentication module,Fix authentication module. Drive wife anyone development poor idea. Bad know of because material. Budget market president bill include news.,2025-04-19,2025-04-22,2025-04-21,2025-04-28,,94,TODO,CRITICAL,43.38,bad19074-19f5-43fc-b7bd-08d11138977c,cafabc99-0415-41aa-bfdd-746a06a5016e,1048,2044,0,f61d98b4-3115-4b34-94da-18efea824d4c,"testing,frontend,performance",
208,Update user service,Update user service. White point three none pressure lay future stay. Such forward should outside respond.,2025-02-06,2025-02-06,2025-02-10,2025-02-23,,122,CANCELED,HIGH,7.3,0c12ad81-9fec-4f5d-9ac4-a8b504933970,43c46981-5ee6-4c68-bbb4-d19902884047,1033,2013,0,"9cadad03-e51f-4921-ab92-a77e4dedb87f,1fcbb104-9667-4052-ad70-d9cc99e897bc",security,
209,Implement logging mechanism,Implement logging mechanism. Best probably able great. Natural hear blood to manage. Blood particularly could us hotel lead.,2025-03-13,2025-03-13,2025-03-16,2025-03-21,,83,CANCELED,CRITICAL,33.46,f8a13ddd-037c-437d-aaf6-d01a4369320d,8154b8a9-2d98-41f1-803d-5b5e7abb1aa6,1083,2021,0,"ec7076df-ccee-430e-95b9-d5a90dfc1a54,33ca1632-1cb4-426e-8648-2357f80920d2","testing,devops,backend",
210,Migrate logging mechanism,Migrate logging mechanism. Blue increase unit study open sign. Leader operation mean white above save network.,2025-04-22,2025-04-23,2025-04-23,2025-04-29,,212,BLOCKED,LOW,65.4,c8283af2-225f-4c16-9b04-200ac9c7eecc,f080b7c4-b444-4a21-b0d9-84706f072f19,1046,2000,16,"2082361d-f3bb-4dd2-9548-779a1502b58d,93c00895-4d1a-4734-93f9-bbede108f2c1","frontend,api","147,141"
211,Update security layer,Update security layer. Under sit travel reality community spring billion. Paper focus thing industry participant realize eat huge. Wife laugh card include record security. Successful natural finish say network.,2025-03-20,2025-03-20,2025-03-25,2025-04-06,,46,BLOCKED,HIGH,20.49,fa2b9376-d3fc-47ae-acd2-9211cb434067,ae5c7d50-cfc8-40f1-a758-27964224be29,1100,2050,6,"94c2b291-0b4a-4492-bd1f-f6cc04322fa3,af232214-b861-45bf-bd2e-2d6160288acb","performance,docker",
212,Refactor database model,Refactor database model. Person fact generation public wonder. Mean reason follow break.,2025-02-27,2025-02-27,2025-03-04,2025-03-15,,244,BLOCKED,MEDIUM,36.57,bd289f4c-f319-4b33-97d5-666ba954de09,ba5e3eeb-ef30-455c-b7df-caca989ebc2b,1096,2089,23,"4b49f430-fd04-4f74-975e-5e8f9d15b636,160153ad-3179-4488-9336-00165957b9b2","frontend,kubernetes,security","68,58"
213,Update logging mechanism,Update logging mechanism. Old wall report purpose throw move there. Space mission agent certainly prove customer. Worker raise chair artist.,2025-03-12,2025-03-15,2025-03-15,2025-03-30,,52,ARCHIVED,MEDIUM,83.24,e7ce1629-e248-4983-9258-f7f650980a88,f01a7198-e23f-4020-b80e-6dac51042f63,1060,2038,46,"a32c64bc-0b2f-4a10-ad17-d75110f43fab,afba36ba-caca-4c9f-b4b0-f198889b8015,2d81a8ff-c629-4281-9f96-a91fbe2e76a6",testing,
214,Migrate backend service,Migrate backend service. Send allow sport bill test. Ten score night down six sometimes explain.,2025-04-23,2025-04-24,2025-04-28,2025-05-01,,326,ARCHIVED,MEDIUM,97.29,0c13c9bd-f44e-4d92-afb5-ce3649cd49c1,abfae009-4790-4571-aade-55f607f28308,1027,2024,294,"179a8495-54f5-4ee6-af7b-8b75c7f10709,24be389a-7fcd-4da6-a832-797ba322a38c",backend,
215,Refactor backend service,Refactor backend service. Hold what wish fine need actually.,2025-04-11,2025-04-14,2025-04-16,2025-04-25,,163,IN_PROGRESS,CRITICAL,31.66,a1ec45d9-2665-4510-aab2-653189acd07b,e1bad3b8-08a8-49b3-891f-26da8add1d51,1070,2041,53,4f11ebb2-874a-4386-9502-07f09c5a5a8f,"ux,performance",
216,Migrate UI component,Migrate UI component. Than team kitchen difficult plant remember happy open. Cultural right cover large work avoid while same.,2025-03-02,2025-03-02,2025-03-02,2025-03-17,,147,CANCELED,HIGH,41.03,4e3967a5-2b44-4054-8900-3e8905ae04b5,72835885-229c-4fa9-8729-31b873d65285,1068,2044,0,3254b56d-250a-48d0-b572-277706523490,"api,testing","150,195,26"
217,Fix user service,Fix user service. Investment news candidate. Suffer accept letter visit always up others similar. Past product make of group six fish detail.,2025-02-17,2025-02-17,2025-02-21,2025-03-05,,78,BLOCKED,CRITICAL,39.89,420a4596-6b13-42be-81f2-a543acc28088,43b008ba-bfd6-4043-8375-5655b21d69e1,1042,2088,11,"eb62340e-14ef-4ad1-b966-6e99037d38c9,12cde52f-ba07-4026-8c66-d460d5553e98",backend,
218,Improve unit tests,Improve unit tests. Skill city myself idea. Determine degree forward guess despite sell. Little no sell power boy generation drive.,2025-02-23,2025-02-23,2025-02-25,2025-03-05,,139,TODO,MEDIUM,27.75,300d7870-37e1-46da-abf9-af3158a8cb81,35ee78e3-6d9a-41f4-87f5-58b31cf817a8,1017,2038,0,"35cf4fda-1193-4341-8f12-f7bdce3f9f6d,ed79e4ba-59f6-4e00-9344-f5437c2a7557,2c36aa54-9407-4db8-ac63-dc302472c394","performance,security,api",
219,Update email system,Update email system. During always those high someone box either rich. Treat state heart. Knowledge analysis together court message way cold. Mouth phone decision picture defense rate structure.,2025-04-09,2025-04-11,2025-04-13,2025-04-26,,79,TODO,LOW,90.43,219a5ee6-2804-4354-ba1b-aad10d2475e7,10f8953b-f9c2-4cf3-9aba-315799a9712b,1065,2020,0,"abd6b2f5-e5b6-4a46-988c-8f4f5da82739,3fa62515-fabe-450a-8717-aa831be4cc42",api,
220,Fix user service,Fix user service. Position vote section child learn forward. Available concern edge audience. Treat imagine later identify first.,2025-02-25,2025-02-27,2025-02-28,2025-03-05,,78,ARCHIVED,MEDIUM,86.64,3c906312-a5e3-4766-aca9-60ee0cab5889,06444b76-5b40-4d01-aa70-d40703e16b54,1035,2047,52,89b361cc-c24e-4fab-9b53-07a3c9ff4c1b,"ux,testing",117
221,Update database model,Update database model. Accept result as second animal summer group. Blood skin feeling beat she join house.,2025-03-15,2025-03-17,2025-03-15,2025-03-28,,154,TODO,MEDIUM,58.81,6eb32cc6-e030-45da-89c6-e8ce552d3730,38ddb53e-7a10-46e8-9b0c-358c68f86f5b,1033,2095,0,"b82bb2d6-1f2e-414c-83e0-10b664762264,f27b5a5b-ad9f-4449-a620-e57dbe1853fd","frontend,api,backend","151,142"
222,Update API endpoint,Update API endpoint. Choose detail section someone support far plant.,2025-04-11,2025-04-11,2025-04-12,2025-04-24,,163,IN_PROGRESS,CRITICAL,20.47,b530dd57-3bc5-422b-99ef-77a151b80b6f,2c6add42-7da3-45c2-a2d0-797d2972f226,1016,2082,34,"7c4cf1eb-ff78-4a40-af15-16167e3b3df0,0d8a1178-ea19-4c66-a007-2235cbe8f9e5,13014cb0-73fa-4929-a49b-22029348281c",ci/cd,
223,Add unit tests,Add unit tests. Network never but. Of hour natural. Fight security tough gas.,2025-03-06,2025-03-09,2025-03-07,2025-03-14,,134,ARCHIVED,HIGH,88.65,ac16089e-7669-4383-8529-e14412216b93,202ba315-a409-4657-a9f0-8912138fbbd1,1086,2066,127,87460e2d-1ad9-4a05-8ae2-1588a99e9f94,"testing,ci/cd,frontend",
224,Add unit tests,Add unit tests. Claim determine strong create. Provide note approach seem. Leave near fact attack better rise maintain.,2025-03-18,2025-03-20,2025-03-23,2025-03-31,,188,ARCHIVED,HIGH,10.7,9d1be03a-f390-4e8a-899f-cd28e25ee3fa,c64dd6d7-504c-4aec-b605-df067e11da6b,1083,2091,18,,"api,cloud,devops",
225,Design database model,Design database model. Provide doctor expect attorney. Fish late pattern figure once. Note space when collection finish size Republican.,2025-03-10,2025-03-12,2025-03-11,2025-03-14,,280,ARCHIVED,CRITICAL,13.85,2e31fa38-dca3-494d-87a8-afa8b6d2f5fd,5456af14-e5b3-42c2-9d49-8e2d14e0c2ce,1051,2049,35,"c7b03b3c-f975-4a4e-a766-fd027d990797,e2076323-d303-4b1b-b030-647d88ef8734","backend,ci/cd,docker",
226,Update logging mechanism,Update logging mechanism. Style care run there leg. Simple main board population bank exactly. Through cultural safe phone.,2025-04-09,2025-04-11,2025-04-11,2025-04-25,,156,CANCELED,HIGH,77.7,8224fb02-7be1-4152-b545-a525138aef1d,b4aa4aaf-d13c-4187-9d4a-8224b654e359,1021,2084,0,"fa6a391d-c59d-4ff8-b957-9f731c9e9a55,6b5315b3-1684-48f9-9ba5-c48775f10fdb,bf13e292-2efc-45b6-858d-e073b403ba0e","devops,api,frontend",
227,Migrate user service,Migrate user service. Support place spend. If operation trade necessary myself your line simple.,2025-04-17,2025-04-19,2025-04-22,2025-04-29,,327,CANCELED,MEDIUM,89.06,578e49b2-b5e0-4c9a-9728-9d0e201e9c8c,a8dd267d-e3a1-4cc1-a498-363033e2b54e,1095,2039,0,580ab515-e4ea-40b2-aefe-4455fbf314d0,"security,kubernetes",
228,Integrate authentication module,Integrate authentication module. Through operation tax card may. However maybe production summer. Range serious cell city not not the certainly.,2025-03-13,2025-03-16,2025-03-15,2025-03-25,,244,TODO,MEDIUM,57.77,d1508ce9-442c-46fc-95c2-f1672f3a21d5,77701dc1-4ef5-457f-88b4-3107f9859fe3,1064,2015,0,48265773-5088-449b-a421-c2abc01c1033,"testing,ux,api",
229,Improve UI component,Improve UI component. American seven discussion enough doctor protect. Traditional guess like lawyer another wonder food. Plant event score official now heavy her.,2025-04-18,2025-04-20,2025-04-19,2025-04-24,,246,IN_PROGRESS,MEDIUM,88.39,88572d8d-5cf4-4bcf-84c0-6fc8f38b31db,1d796433-9295-41d3-b96a-352ef7cc74d5,1040,2081,198,"0be3523c-0cec-4689-a5c1-2da74fe5c146,69149f87-4704-4944-8603-84c400784cc5",backend,"47,200,21"
230,Refactor email system,Refactor email system. Edge win development image stage generation society. According think key discover method exactly change church.,2025-04-04,2025-04-07,2025-04-05,2025-04-20,,106,IN_PROGRESS,CRITICAL,12.81,34201f0e-c843-4956-b545-ebc3bfc3d4e6,917388ba-eac5-47b2-8487-c62bd4eeab56,1000,2004,13,"08605641-2a0b-4c7e-a11c-331287bc2188,e8645abc-6e9c-4e07-ba19-69bd139227f3","cloud,security,backend",
231,Fix API endpoint,Fix API endpoint. Increase form box push look. Claim street against amount of claim picture always.,2025-04-05,2025-04-05,2025-04-09,2025-04-15,,70,TODO,CRITICAL,68.66,37fed682-bb2a-4c71-8807-b23213ac4923,deceaa7d-ab68-4834-b977-4642764a777b,1064,2075,0,6caab57b-1f36-4054-9591-37203d21bb70,"devops,frontend",
